ID,SKU,Marke,Produkt,Kategorie,Status,Beschreibung neu,Kurzbeschreibung neu,SEO-Titel,Meta-Description,Focus-Keyword,Quelle
9168,9120069230840,SANlight,SANlight EVO M-Dimmer magnetisch,LED Growlampen,fertig,"<p>Der M-Dimmer wird magnetisch an die Lampe gesetzt und macht die EVO- und Q-Module regelbar.</p>
<p>Ohne Dimmer laufen die Module auf voller Leistung. Mit ihm lässt sich die Lichtmenge an die Wachstumsphase anpassen, ohne die Lampe umzuhängen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Funktion:</b> Dimmer für SANlight-Module</li>
<li><b>Befestigung:</b> magnetisch</li>
<li><b>Passend für:</b> SANlight EVO- und Q-Serie</li>
</ul>
<h3>Hinweise</h3>
<p>Die magnetische Befestigung setzt einen passenden Kühlkörper voraus – der Dimmer gehört an die Lampe, nicht an eine beliebige Metallfläche.</p>
","<p>Magnetisch befestigter Dimmer für SANlight-Module der EVO- und Q-Serie.</p>
",SANlight EVO M-Dimmer magnetisch kaufen | Hanfjack,SANlight M-Dimmer: magnetisch befestigter Dimmer für EVO- und Q-Module. Jetzt bei Hanfjack bestellen.,SANlight EVO M-Dimmer magnetisch,"sanlight.com, abgerufen 14.09.2026"
9150,9120069230567,SANlight,SANlight Stecker-Kabel gerade EVO & Q-Serie,LED Growlampen,fertig,"<p>Ein gerades Steckerkabel für die SANlight-Module der EVO- und Q-Serie.</p>
<p>Ersatz- und Verlängerungskabel gehören zu den Teilen, die man erst braucht, wenn die Aufhängung nicht so sitzt wie geplant.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Ausführung:</b> gerader Stecker</li>
<li><b>Passend für:</b> SANlight EVO- und Q-Serie</li>
</ul>
<h3>Hinweise</h3>
<p>Die Kabellänge gibt die Produktbezeichnung nicht an – maßgeblich ist die Verpackung.</p>
","<p>Gerades Steckerkabel für SANlight-Module der EVO- und Q-Serie.</p>
",SANlight Stecker-Kabel gerade EVO & Q-Serie kaufen | Hanfjack,SANlight Steckerkabel mit geradem Stecker für Module der EVO- und Q-Serie. Jetzt bei Hanfjack bestellen.,SANlight Stecker-Kabel gerade EVO & Q-Serie,"sanlight.com, abgerufen 14.09.2026"
9142,9120069230796,SANlight,SANlight Stromkabel gebogen EVO & Q-Serie,LED Growlampen,fertig,"<p>Ein Stromkabel mit gebogenem Stecker für die SANlight-Module der EVO- und Q-Serie.</p>
<p>Der gebogene Stecker baut flacher als ein gerader – praktisch, wenn die Lampe dicht unter der Decke hängt.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Ausführung:</b> gebogener Stecker</li>
<li><b>Passend für:</b> SANlight EVO- und Q-Serie</li>
</ul>
<h3>Hinweise</h3>
<p>Die Kabellänge gibt die Produktbezeichnung nicht an – maßgeblich ist die Verpackung.</p>
","<p>Stromkabel mit gebogenem Stecker für SANlight-Module der EVO- und Q-Serie.</p>
",SANlight Stromkabel gebogen EVO & Q-Serie kaufen | Hanfjack,"SANlight Stromkabel mit gebogenem Stecker, flach bauend, für EVO- und Q-Module. Jetzt bei Hanfjack bestellen.",SANlight Stromkabel gebogen EVO & Q-Serie,"sanlight.com, abgerufen 14.09.2026"
13222,HJ-5524785,Sensi Seeds,Sensi Seeds Chocolate Rainbow XXL 3er Pack,Angebote / Feminisiert,fertig,"<p>Chocolate Rainbow XXL kreuzt GMO mit Gelato 41 und kombiniert damit zwei ausgeprägte Terpenprofile: die süße, cremige Frucht der Gelato-Seite mit den Diesel- und Knoblauchnoten der GMO.</p>
<p>Sensi Seeds beschreibt einen schlanken, säulenförmigen Wuchs mit großen Internodienabständen, langen Seitentrieben und einer markanten Hauptblüte. Indoor bleibt die Pflanze bei etwa 140 cm, draußen erreicht sie 160 cm und mehr.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> GMO × Gelato 41</li>
<li><b>Genanteile:</b> 65 % Indica / 35 % Sativa</li>
<li><b>THC:</b> vom Züchter als hoch eingestuft, kein Prozentwert veröffentlicht</li>
<li><b>Blütezeit:</b> 55–65 Tage</li>
<li><b>Ertrag:</b> vom Züchter als XXL eingestuft</li>
<li><b>Höhe indoor:</b> bis etwa 140 cm</li>
<li><b>Höhe outdoor:</b> 160 cm und mehr</li>
<li><b>Klimazone:</b> gemäßigt bis kontinental</li>
<li><b>Terpene:</b> Limonen, Caryophyllen und Humulen</li>
<li><b>Packungsgröße:</b> 3 Stück</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Süße, cremige und fruchtige Noten aus dem Gelato-41-Anteil, darunter Diesel und Knoblauch von der GMO-Seite.</p>
<h3>Wirkung</h3>
<p>Sensi Seeds beschreibt die Wirkung als aufmunternd und euphorisch mit körperlicher Entspannung bei gleichzeitig klarem Kopf. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Große Internodienabstände bedeuten Platz zwischen den Blütenständen. Wer den Ertrag maximieren will, arbeitet hier mit Training oder einem Netz, damit die unteren Triebe ins Licht kommen.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>GMO × Gelato 41 mit 65 % Indica-Anteil und XXL-Ertrag – 55 bis 65 Tage Blüte, indoor bis etwa 140 cm.</p>
",Chocolate Rainbow XXL Hanfsamen kaufen | Hanfjack,"Chocolate Rainbow XXL von Sensi Seeds: GMO × Gelato 41, 65 % Indica, XXL-Ertrag, 55–65 Tage Blüte. Jetzt bei Hanfjack bestellen.",Chocolate Rainbow XXL Samen,"sensiseeds.com, abgerufen 14.09.2026"
13242,HJ-1186551,Sensi Seeds,Sensi Seeds Hindu Kush,Feminisiert / Angebote,fertig,"<p>Die Hindu Kush ist eine reine Indica aus der gleichnamigen Gebirgsregion zwischen Afghanistan und Pakistan. Sensi Seeds führt sie als Cannabis-Cup-Gewinnerin und als eine der Sorten, die auch Anfängern gelingen.</p>
<p>Aus dem Herkunftsgebiet stammen die Eigenschaften, die sie so robust machen: eine dichte Trichomschicht als Schutz gegen Wind und Wetter, Widerstandsfähigkeit gegen Schimmel und Krankheiten sowie Toleranz gegenüber Temperaturschwankungen. Die Blüte dauert nur 45 bis 50 Tage.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Herkunft:</b> reine Indica aus der Hindukusch-Region zwischen Afghanistan und Pakistan</li>
<li><b>Genanteile:</b> 100 % Indica</li>
<li><b>THC:</b> vom Züchter als mittel eingestuft, kein Prozentwert veröffentlicht</li>
<li><b>Blütezeit:</b> 45–50 Tage</li>
<li><b>Ertrag:</b> vom Züchter als mittel eingestuft</li>
<li><b>Wuchs:</b> kompakt, kurze kräftige Zweige</li>
<li><b>Klimazone:</b> sonnig bis mediterran</li>
<li><b>Terpene:</b> Caryophyllen, Myrcen und Pinen</li>
<li><b>Packungsgröße:</b> 3 Stück</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Süß und erdig mit Noten von Sandelholz und Kiefer – das klassische Profil der afghanischen Linien.</p>
<h3>Wirkung</h3>
<p>Sensi Seeds beschreibt die Wirkung als tief entspannend und körperbetont. Wie stark sie ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Die dichte Trichomschicht macht die Sorte zur klassischen Wahl für Haschisch und Kief. Sensi Seeds weist ausdrücklich darauf hin, dass die Pflanze den Großteil ihrer Energie in den zentralen Blütenstand steckt.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Reine afghanische Indica mit nur 45 bis 50 Tagen Blüte – kompakt, schimmelresistent und stark harzbedeckt.</p>
",Hindu Kush Hanfsamen kaufen | Hanfjack,"Hindu Kush von Sensi Seeds: reine Indica, 45–50 Tage Blüte, kompakter Wuchs, sehr harzreich. Jetzt bei Hanfjack bestellen.",Hindu Kush Samen,"sensiseeds.com, abgerufen 14.09.2026"
13254,HJ-5559487,Sensi Seeds,Sensi Seeds Mexican Sativa,Angebote / Feminisiert,fertig,"<p>Die Mexican Sativa ist eine der wenigen sativabetonten Sorten, die sich auch in kühleren Klimazonen im Freiland anbauen lässt. Möglich macht das der eingekreuzte Durban- und Hash-Plant-Anteil, der die Blütezeit verkürzt und die Kälteresistenz verbessert.</p>
<p>Der Sativa-Anteil liegt bei 70 %. In mediterranem Klima mit langen Sommern wird die Pflanze bis zu zwei Meter hoch. Die Blüte dauert 50 bis 70 Tage, während der Streckungsphase legt sie kräftig zu.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Kreuzung:</b> mexikanische Sativa mit Durban- und pakistanischem Hash-Plant-Anteil</li>
<li><b>Genanteile:</b> 70 % Sativa / 30 % Indica</li>
<li><b>THC:</b> vom Züchter als mittel eingestuft, kein Prozentwert veröffentlicht</li>
<li><b>Blütezeit:</b> 50–70 Tage</li>
<li><b>Ertrag:</b> vom Züchter als mittel eingestuft</li>
<li><b>Wuchs:</b> hoch, in mediterranem Klima bis etwa 2 m</li>
<li><b>Klimazone:</b> auch kühles Klima, Freilandanbau möglich</li>
<li><b>Terpene:</b> Myrcen, Caryophyllen und Pinen</li>
<li><b>Packungsgröße:</b> 3 Stück</li>
<li><b>Packungsgrößen:</b> 3 Stück</li>
<li><b>Samentyp:</b> feminisiert, photoperiodisch</li>
</ul>
<h3>Aroma</h3>
<p>Zitrus und Sandelholz mit einem Hauch Lakritz – Sensi Seeds beschreibt den Duft der Pflanze selbst als eher dezent.</p>
<h3>Wirkung</h3>
<p>Sensi Seeds beschreibt ein schnell einsetzendes, lang anhaltendes und energetisches High. Wie stark es ausfällt, hängt von Phänotyp, Erntezeitpunkt und Trocknung ab.</p>
<h3>Hinweise</h3>
<p>Sensi Seeds weist ausdrücklich auf die starke Streckung in der Blüte hin: Ausreichende Deckenhöhe ist beim Indoor-Anbau Pflicht. Wer die Wachstumsphase kurz hält, begrenzt das Höhenwachstum etwas.</p>
<p><i>Verkauf als Sammlerstück und zu Sammel- und Zuchtzwecken. Die Keimung von Hanfsamen ist in Deutschland nur mit behördlicher Erlaubnis zulässig. Bitte beachte die für Dich geltende Rechtslage.</i></p>
","<p>Sativabetonte Sorte mit 70 % Sativa-Anteil, die auch im kühlen Klima im Freiland gedeiht – 50 bis 70 Tage Blüte.</p>
",Mexican Sativa Hanfsamen kaufen | Hanfjack,"Mexican Sativa von Sensi Seeds: 70 % Sativa, 50–70 Tage Blüte, auch für kühle Freilandstandorte. Jetzt bei Hanfjack bestellen.",Mexican Sativa Samen,"sensiseeds.com, abgerufen 14.09.2026"
18981,HJ-9885331,Smoking,Smoking Brown “Creator” King Size 2in1 Box,Angebote / Papers,fertig,"<p>Die Paper-Creators-Kollektion von Smoking ist eine Sonderedition mit Coverdesigns aus dem Umfeld urbaner Kunst. Die Brown-Variante ist ungebleicht und chlorfrei.</p>
<p>Jedes Heft enthält 33 Blättchen im Format 108 × 44 mm und zusätzlich 33 vorgefertigte Tips – daher die Bezeichnung 2in1. Diese Displaybox fasst 24 Hefte.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> Displaybox mit 24 Heften</li>
<li><b>Je Heft:</b> 33 Blättchen und 33 Tips</li>
<li><b>Format:</b> 108 × 44 mm (King Size)</li>
<li><b>Papiergewicht:</b> etwa 13 g/m²</li>
<li><b>Papier:</b> ungebleicht und chlorfrei</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Die mitgelieferten Tips sind vorgefertigt, müssen also nicht mehr gerollt werden. Das spart beim Drehen den Schritt, der Ungeübten am häufigsten misslingt.</p>
","<p>Displaybox mit 24 Heften der Creators-Kollektion – je 33 ungebleichte Blättchen und 33 vorgefertigte Tips.</p>
",Smoking Brown Creator King Size 2in1 Box kaufen | Hanfjack,"Smoking Brown Creator KS 2in1 Box: 24 Hefte à 33 Blatt und 33 Tips, ungebleicht, 108 × 44 mm. Jetzt bei Hanfjack bestellen.",Smoking Brown “Creator” King Size 2in1 Box,"smokingpaper.com, abgerufen 14.09.2026"
18978,HJ-5711132,Smoking,Smoking Deluxe King Size Box,Papers,fertig,"<p>Smoking Deluxe ist die King-Size-Linie des spanischen Herstellers für alle, die ein ultradünnes, transparentes Papier suchen. Mit rund 13 g/m² gehört es zu den leichteren Papieren im Programm.</p>
<p>Diese Displaybox enthält 50 Hefte zu je 33 Blättchen im Format 108 × 44 mm. Das Smoking-Wasserzeichen im Papier sorgt für ein gleichmäßiges Abbrennen ohne einseitiges Weglaufen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> Displaybox mit 50 Heften</li>
<li><b>Blätter je Heft:</b> 33</li>
<li><b>Format:</b> 108 × 44 mm (King Size)</li>
<li><b>Papiergewicht:</b> etwa 13 g/m²</li>
<li><b>Gummierung:</b> 100 % natürliches Pflanzengummi, ohne Farbstoffe und Zusätze</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Ultradünne Papiere reagieren empfindlicher auf Feuchtigkeit als Standardpapiere. Die Hefte sollten trocken gelagert werden, damit die Gummierung ihre Klebkraft behält.</p>
","<p>Displaybox mit 50 Heften Smoking Deluxe King Size – je 33 ultradünne Blättchen im Format 108 × 44 mm, etwa 13 g/m².</p>
",Smoking Deluxe King Size Box kaufen | Hanfjack,"Smoking Deluxe King Size Box: 50 Hefte à 33 Blatt, 108 × 44 mm, etwa 13 g/m², FSC-zertifiziert. Jetzt bei Hanfjack bestellen.",Smoking Deluxe King Size Box,"smokingpaper.com, abgerufen 14.09.2026"
18979,HJ-8631793,Smoking,Smoking Kukuxumusu KS Box,Angebote / Papers,fertig,"<p>Die Kukuxumusu-Kollektion verbindet Smoking-Papier mit den Illustrationen des baskischen Designstudios Kukuxumusu. Die Serie umfasst 15 unterschiedlich gestaltete Hefte.</p>
<p>Technisch entspricht sie der Standardlinie: 33 Blättchen je Heft, etwa 13 g/m², FSC-zertifiziertes Papier und natürliche Gummierung. Diese Box enthält 50 Hefte.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> Displaybox mit 50 Heften</li>
<li><b>Blätter je Heft:</b> 33</li>
<li><b>Format:</b> 108 × 44 mm (King Size) laut Datenblatt des Herstellers</li>
<li><b>Papiergewicht:</b> etwa 13 g/m²</li>
<li><b>Designs:</b> 15 verschiedene Motive der Kollektion</li>
<li><b>Gummierung:</b> 100 % natürliches Pflanzengummi, ohne Farbstoffe und Zusätze</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Welche der 15 Motive in einer Box enthalten sind, gibt der Hersteller nicht fest vor – die Zusammenstellung kann von Lieferung zu Lieferung abweichen.</p>
","<p>Displaybox mit 50 Heften der Kukuxumusu-Kollektion – je 33 Blättchen, etwa 13 g/m², 15 verschiedene Motive.</p>
",Smoking Kukuxumusu King Size Box kaufen | Hanfjack,"Smoking Kukuxumusu KS Box: 50 Hefte à 33 Blatt, King Size, etwa 13 g/m², 15 Motive der Kollektion. Jetzt bei Hanfjack bestellen.",Smoking Kukuxumusu KS Box,"smokingpaper.com, abgerufen 14.09.2026"
8995,HJ-8731247,Smoking,Smoking Master KS Ultra Slim,Papers,fertig,"<p>Smoking Master ist die schmale King-Size-Linie mit 108 × 37 mm Blattformat. Das sind sieben Millimeter weniger als beim Standard – gedacht für alle, die ihren Dreh bereits heraushaben.</p>
<p>Das Heft enthält 33 ultradünne Blättchen mit etwa 13 g/m². Das Smoking-Wasserzeichen sorgt für gleichmäßiges Abbrennen, die Gummierung besteht aus reinem Pflanzengummi.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 1 Heft mit 33 Blättchen</li>
<li><b>Format:</b> 108 × 37 mm (King Size, schmal)</li>
<li><b>Papiergewicht:</b> etwa 13 g/m²</li>
<li><b>Gummierung:</b> 100 % natürliches Pflanzengummi, ohne Farbstoffe und Zusätze</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Die schmale Breite ist Absicht: Weniger Papier heißt weniger Papiergeschmack. Beim Einlegen bleibt dafür weniger Rand, was etwas Übung verlangt.</p>
","<p>Heft mit 33 ultradünnen Blättchen im schmalen King-Size-Format 108 × 37 mm – etwa 13 g/m², FSC-zertifiziert.</p>
",Smoking Master KS Ultra Slim kaufen | Hanfjack,"Smoking Master KS: 33 ultradünne Blättchen im schmalen King-Size-Format 108 × 37 mm, etwa 13 g/m². Jetzt bei Hanfjack bestellen.",Smoking Master KS Ultra Slim,"smokingpaper.com, abgerufen 14.09.2026"
18980,HJ-7455539,Smoking,Smoking Master KS Ultra Slim Box,Angebote / Papers,fertig,"<p>Smoking Master ist die schmale King-Size-Variante: 108 × 37 mm statt der üblichen 44 mm Breite. Der Hersteller richtet sie ausdrücklich an Dreher mit Erfahrung, weil weniger Papier auch weniger Spielraum bedeutet.</p>
<p>Diese Displaybox enthält 50 Hefte zu je 33 Blättchen mit etwa 13 g/m². Das schmalere Format spart Papier, ohne bei der Länge Abstriche zu machen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> Displaybox mit 50 Heften</li>
<li><b>Blätter je Heft:</b> 33</li>
<li><b>Format:</b> 108 × 37 mm (King Size, schmal)</li>
<li><b>Papiergewicht:</b> etwa 13 g/m²</li>
<li><b>Gummierung:</b> 100 % natürliches Pflanzengummi, ohne Farbstoffe und Zusätze</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Sieben Millimeter weniger Breite als beim Standard-King-Size machen das Einlegen schwieriger, wenn man es nicht gewohnt ist. Wer von 44 mm umsteigt, sollte die ersten Hefte als Übung einplanen.</p>
","<p>Displaybox mit 50 Heften Smoking Master – je 33 Blättchen im schmalen King-Size-Format 108 × 37 mm, etwa 13 g/m².</p>
",Smoking Master KS Ultra Slim Box kaufen | Hanfjack,"Smoking Master KS Box: 50 Hefte à 33 Blatt im schmalen King-Size-Format 108 × 37 mm, etwa 13 g/m². Jetzt bei Hanfjack bestellen.",Smoking Master KS Ultra Slim Box,"smokingpaper.com, abgerufen 14.09.2026"
8992,HJ-1449434,Smoking,Smoking Red King Size 2in1,Papers,fertig,"<p>Smoking Red gehört zu den klassischen Papieren des Hauses. Diese Fassung kombiniert 33 Blättchen mit 33 passenden Filter-Tips im selben Heft – deshalb die Bezeichnung 2in1.</p>
<p>Das Blattformat ist mit 108 × 52 mm breiter als beim Standard-King-Size, was beim Einrollen mehr Überlappung erlaubt. Das Papier wiegt etwa 13 g/m² und trägt das Smoking-Wasserzeichen.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 1 Heft</li>
<li><b>Je Heft:</b> 33 Blättchen und 33 Tips</li>
<li><b>Format:</b> 108 × 52 mm</li>
<li><b>Papiergewicht:</b> etwa 13 g/m²</li>
<li><b>Gummierung:</b> 100 % natürliches Pflanzengummi, ohne Farbstoffe und Zusätze</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Die zusätzliche Breite gibt Spielraum beim Einrollen, verlangt aber auch etwas mehr Material. Wer sparsam drehen will, fährt mit dem schmaleren Master-Format besser.</p>
","<p>Heft mit 33 Blättchen und 33 Tips im Format 108 × 52 mm – etwa 13 g/m², FSC-zertifiziert und langsam brennend.</p>
",Smoking Red King Size 2in1 kaufen | Hanfjack,"Smoking Red King Size 2in1: 33 Blättchen und 33 Tips im Heft, 108 × 52 mm, etwa 13 g/m². Jetzt bei Hanfjack bestellen.",Smoking Red King Size 2in1,"smokingpaper.com, abgerufen 14.09.2026"
9018,HJ-3789253,Smoking,Smoking Thinnest King Size,Papers,fertig,"<p>Thinnest King Size ist das dünnste Papier von Smoking im King-Size-Format: etwa 12 g/m² bei 108 × 44 mm Blattgröße.</p>
<p>Weniger Papiermasse bedeutet weniger Eigengeschmack und eine langsamere Verbrennung. Das Heft enthält 33 Blättchen, das Papier stammt aus FSC-zertifizierter Forstwirtschaft.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Inhalt:</b> 1 Heft mit 33 Blättchen</li>
<li><b>Format:</b> 108 × 44 mm (King Size)</li>
<li><b>Papiergewicht:</b> etwa 12 g/m²</li>
<li><b>Gummierung:</b> 100 % natürliches Pflanzengummi, ohne Farbstoffe und Zusätze</li>
<li><b>Zertifizierung:</b> aus FSC®-zertifizierter Forstwirtschaft</li>
<li><b>Brennverhalten:</b> langsam brennend</li>
<li><b>Besonderheit:</b> Smoking®-Wasserzeichen für gleichmäßiges Abbrennen</li>
</ul>
<h3>Hinweise</h3>
<p>Je dünner das Papier, desto empfindlicher reagiert es auf feuchte Finger und auf zu festes Ziehen beim Einrollen. Wer bisher Standardpapier genutzt hat, sollte behutsamer arbeiten.</p>
","<p>Dünnstes Smoking-Papier im King-Size-Format: 33 Blättchen mit etwa 12 g/m² bei 108 × 44 mm, FSC-zertifiziert.</p>
",Smoking Thinnest King Size kaufen | Hanfjack,"Smoking Thinnest King Size: 33 Blättchen mit etwa 12 g/m², Format 108 × 44 mm, FSC-zertifiziert. Jetzt bei Hanfjack bestellen.",Smoking Thinnest King Size,"smokingpaper.com, abgerufen 14.09.2026"
16287,SF-Self-Water 4Kit,Spider Farmer,Spider Farmer 2-in-1 Smart-Bewässerungsset 4 Töpfe,Bewässerung,fertig,"<p>Ein Smart-Bewässerungsset für vier Töpfe, das zwei Aufgaben übernimmt: gießen nach Zeitplan und die Wasserstandskontrolle im Vorratsbehälter.</p>
<p>Über die App lassen sich Intervalle und Mengen einstellen, ohne dass eine mechanische Zeitschaltuhr dazwischenhängt.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Töpfe:</b> 4</li>
<li><b>Steuerung:</b> App, Zeitplan</li>
<li><b>Funktion:</b> Bewässerung und Wasserstandskontrolle</li>
</ul>
<h3>Hinweise</h3>
<p>Vier Töpfe bedeuten vier Ausläufe – wer mehr Pflanzen versorgen will, braucht ein größeres System oder einen zweiten Satz. Ein eigenes Datenblatt mit Maßen und Kennwerten veröffentlicht Spider Farmer zu diesem Artikel nicht. Wir tragen hier nur ein, was belegt ist.</p>
","<p>2-in-1-Bewässerungsset für vier Töpfe mit App-Steuerung und Wasserstandskontrolle.</p>
",Spider Farmer 2-in-1 Smart-Bewässerungsset kaufen | Hanfjack,Spider Farmer Smart-Bewässerungsset für 4 Töpfe: App-Steuerung und Wasserstandskontrolle. Jetzt bei Hanfjack bestellen.,Spider Farmer 2-in-1 Smart-Bewässerungsset 4 Töpfe,"spider-farmer.com, abgerufen 14.09.2026"
16276,SF-Magnifier-Pro,Spider Farmer,Spider Farmer 200X Trichomen-Mikroskop,Growzubehör,fertig,"<p>Ein Mikroskop mit 200-facher Vergrößerung, das auf die Handykamera gesetzt wird – gedacht für die Beurteilung der Trichome vor der Ernte.</p>
<p>Bei 200-facher Vergrößerung lässt sich der Zustand der Harzdrüsen klar unterscheiden: klar, milchig oder bernsteinfarben. Eine LED- und eine UV-Leuchte sind eingebaut.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Vergrößerung:</b> 200-fach</li>
<li><b>Beleuchtung:</b> LED und UV</li>
<li><b>Bauart:</b> Aufsatz für die Handykamera</li>
<li><b>Einsatz:</b> Beurteilung der Trichomreife</li>
</ul>
<h3>Hinweise</h3>
<p>Mit dem Handy als Bildschirm lassen sich die Aufnahmen speichern und vergleichen – der praktische Vorteil gegenüber einem klassischen Taschenmikroskop. Ein eigenes Datenblatt mit Maßen und Kennwerten veröffentlicht Spider Farmer zu diesem Artikel nicht. Wir tragen hier nur ein, was belegt ist.</p>
","<p>Aufsteckmikroskop fürs Handy mit 200-facher Vergrößerung, LED- und UV-Licht – zur Trichombeurteilung.</p>
",Spider Farmer 200X Trichomen-Mikroskop kaufen | Hanfjack,Spider Farmer Trichomen-Mikroskop 200x: Handy-Aufsatz mit LED und UV zur Erntekontrolle. Jetzt bei Hanfjack bestellen.,Spider Farmer 200X Trichomen-Mikroskop,"spider-farmer.com, abgerufen 14.09.2026"
16268,SF-10X20-ONEKIT,Spider Farmer,Spider Farmer 25 x 52 cm Heizmatte,Beheizung,fertig,"<p>Eine Heizmatte mit 52 × 25 cm Fläche für die Anzucht: Sie hält das Substrat auf Keimtemperatur, wenn der Raum dafür zu kühl ist.</p>
<p>Geheizt wird mit Ferninfrarot, die Matte ist nach zwei Minuten auf Temperatur. Der einstellbare Bereich liegt bei 5 bis 42 °C, die Schutzart bei IP67.</p>
<h3>Auf einen Blick:</h3>
<ul>
<li><b>Maße:</b> 52 × 25 cm</li>
<li><b>Heizart:</b> Ferninfrarot</li>
<li><b>Aufheizzeit:</b> 2 Minuten</li>
<li><b>Temperatureinstellung:</b> 5 bis 42 °C</li>
<li><b>Anzeigebereich:</b> 0 bis 60 °C</li>
<li><b>Schutzart:</b> IP67</li>
<li><b>Einsatz:</b> Keimung und Anzucht bei niedrigen Temperaturen</li>
</ul>
<h3>Hinweise</h3>
<p>Samen keimen schlecht unter 20 °C – auf der Fensterbank im Winter ist das schnell erreicht. Die Matte gehört unter die Anzuchtschale, nicht direkt unter den Samen. Die elektrischen Kennwerte auf dem Herstellerdatenblatt beziehen sich auf das US-Netz. Für die hier verkaufte Ausführung gilt die Angabe auf dem Typenschild – wir rechnen an dieser Stelle nichts um.</p>
","<p>Heizmatte 52 × 25 cm mit Ferninfrarot für die Anzucht – einstellbar von 5 bis 42 °C, IP67.</p>
",Spider Farmer Heizmatte 25 x 52 cm kaufen | Hanfjack,"Spider Farmer Heizmatte 52 × 25 cm: Ferninfrarot, 5–42 °C einstellbar, IP67, für die Anzucht. Jetzt bei Hanfjack bestellen.",Spider Farmer 25 x 52 cm Heizmatte,"spider-farmer.com, abgerufen 14.09.2026"
