id,marke,slug,produkte,beschreibung,seo_title,meta_description,focus_keyword
12989,Hemnia,hemnia,1,"Hemnia führt CBD in Lachsöl für Tiere.

Lachsöl dient als Trägeröl und bringt zugleich Omega-3-Fettsäuren mit. Das Produkt ist ein Ergänzungsfuttermittel und ersetzt keine tierärztliche Behandlung.",Hemnia CBD in Lachsöl für Tiere kaufen | Hanfjack,"Hemnia: CBD in Lachsöl als Ergänzungsfuttermittel für Tiere, mit Omega-3-Fettsäuren. Bei Hanfjack bestellen.",Hemnia
8426,HempCrew,hempcrew,13,"HempCrew ist ein deutscher Anbieter von CBD-Ölen in mehreren Konzentrationen und Geschmacksrichtungen.

Neben der neutralen Ausführung gibt es aromatisierte Varianten wie Zitrone-Ingwer, Pink Grapefruit und Orange-Melisse. Die Öle werden als Aromaprodukte gehandelt und sind nicht zum Verzehr bestimmt; Angaben zu einer gesundheitlichen Wirkung sind nicht zulässig.",HempCrew CBD Öl kaufen | Hanfjack,"HempCrew: CBD-Öle in 5, 10 und 30 % – neutral oder aromatisiert, als Aromaprodukt. Jetzt bei Hanfjack bestellen.",HempCrew
14870,HEMPER,hemper,328,"HEMPER ist eine US-amerikanische Zubehörmarke und beliefert den Shop mit dem breitesten Sortiment im Headshop-Bereich: Grinder, Rolling Trays, Bongs und Aufsätze, Reinigungszubehör und Vaporizer-Zubehör.

Wiederkehrende Merkmale sind Mehrkammer-Grinder mit integriertem Vorratsbehälter, Steckköpfe in den Normmaßen 14 und 18 mm sowie Trays in mehreren Größen. Zum Programm gehören auch Reinigungssets aus Stopfen und Kappen, mit denen sich Glas im geschlossenen Zustand ausspülen lässt.","HEMPER Grinder, Trays und Zubehör kaufen | Hanfjack","HEMPER: Grinder mit Vorratsbehälter, Rolling Trays, Steckköpfe und Reinigungszubehör. Jetzt bei Hanfjack bestellen.",HEMPER
5190,Herb Shuttles,herb-shuttles,7,"Herb Shuttles stellt Glas-Tips und kleine Glasartikel her.

Die Tips haben 10 mm Durchmesser und eine innen liegende Spirale, die den Zug verwirbelt. Es gibt sie klar und in mehreren Farben; Glas lässt sich im Gegensatz zu Karton auswaschen und wiederverwenden.",Herb Shuttles Glas-Tips kaufen | Hanfjack,"Herb Shuttles: Glas-Tips mit 10 mm und innen liegender Spirale, klar und farbig. Jetzt bei Hanfjack bestellen.",Herb Shuttles
4964,Hesi,hesi,58,"Hesi ist ein deutscher Düngerhersteller aus Nordrhein-Westfalen und setzt auf Rezepturen mit vergleichsweise niedrigem Salzgehalt.

Die Linien sind nach dem Substrat benannt – Erde, Kokos, Hydro – und werden durch Zusätze ergänzt: Wurzel Complex für die Bewurzelung, PowerZyme für den Substratabbau, Boost für die Blüte. Für Einsteiger gibt es abgestimmte Pakete statt Einzelflaschen.","Hesi Dünger für Erde, Kokos und Hydro kaufen | Hanfjack","Hesi: Düngerlinien für Erde, Kokos und Hydro mit Wurzel Complex, PowerZyme und Boost. Jetzt bei Hanfjack bestellen.",Hesi
11570,High Society,high-society,1,"High Society führt Aktivkohlefilter mit Stahlhülse.

Die Hülse mit 20 mm ist im Gegensatz zu Papier- oder Cellulosehüllen wiederverwendbar. Im Shop steht das Fünferset.",High Society Stahlfilter 20mm kaufen | Hanfjack,"High Society: wiederverwendbare Aktivkohlefilter mit Stahlhülse, 20 mm, im 5er-Set. Jetzt bei Hanfjack.",High Society
11539,High4Life,high4life,7,"High4Life ist eine Samenbank, die unter anderem mit triploiden Linien arbeitet.

Triploide Pflanzen tragen einen dreifachen Chromosomensatz und bilden dadurch kaum Samen aus. Daneben führt die Marke reguläre feminisierte Sorten und Fast-Flowering-Linien mit verkürzter Blüte.",High4Life Hanfsamen kaufen | Hanfjack,"High4Life: triploide F1-Linien, feminisierte Sorten und Fast-Flowering-Varianten. Jetzt bei Hanfjack bestellen.",High4Life
594,Hizen,hizen,2,"Hizen ist ein deutscher Hersteller tragbarer Vaporizer.

Der Stilus arbeitet mit Ein-Knopf-Bedienung und sechs Temperaturstufen, der Stilus Pro Konvektion 3.0 erhitzt stattdessen per durchströmender Heißluft. Beide Geräte sind modular aufgebaut, sodass sich Zubehör einzeln tauschen lässt.",Hizen Stilus Vaporizer kaufen | Hanfjack,"Hizen: Stilus mit sechs Temperaturstufen und Stilus Pro mit Konvektion, made in Germany. Bei Hanfjack.",Hizen
15547,Holy Hemp,holy-hemp,6,"Holy Hemp bietet CBD-Blüten in 2-Gramm-Packungen mit Sortenbezeichnungen wie Super Lemon Haze, OG Kush und Gelato an.

Die Blüten werden in Deutschland als Aromaprodukt gehandelt und sind nicht zum Verzehr bestimmt. Angaben zu einer gesundheitlichen Wirkung sind nicht zulässig und werden hier bewusst nicht gemacht.",Holy Hemp CBD-Blüten kaufen | Hanfjack,"Holy Hemp: CBD-Blüten in 2-g-Packungen als Aromaprodukt, in mehreren Sorten. Jetzt bei Hanfjack bestellen.",Holy Hemp
1387,HOMEbox,homebox,21,"HOMEbox ist ein deutscher Hersteller von Growboxen und einer der ältesten Anbieter in diesem Bereich.

Die Ambient-Serie bildet das Standardprogramm. Die Bezeichnung verrät die Form: Q steht für quadratisch, R für rechteckig, ein Pluszeichen für die höhere Ausführung derselben Grundfläche. Dazu kommt Zubehör wie Fixture Poles, mit denen sich Geräte im Zelt aufhängen lassen.",HOMEbox Growboxen und Zubehör kaufen | Hanfjack,"HOMEbox: Ambient-Growboxen in Q- und R-Formaten von 60 bis 300 cm, dazu Fixture Poles. Jetzt bei Hanfjack bestellen.",HOMEbox
16336,House &amp; Garden,house-garden,4,"House &amp; Garden ist ein niederländischer Düngerhersteller mit Rezepturen für den ertragsorientierten Anbau.

Root Excelurator zielt auf das Wurzelwerk, Bud XL auf die Blütenentwicklung. Beide Mittel sind hoch konzentriert und werden entsprechend sparsam dosiert; die Gebinde reichen bis 20 Liter.",House & Garden Root Excelurator und Bud XL kaufen | Hanfjack,House & Garden: Root Excelurator für das Wurzelwerk und Bud XL für die Blüte. Jetzt bei Hanfjack bestellen.,House & Garden
12712,Hubey,hubey,2,"Hubey stellt ein Bewurzelungsgel auf biologischer Basis her.

Das Gel wird auf die Schnittstelle des Stecklings aufgetragen; es versiegelt sie und bleibt dort haften, statt abzulaufen. Es gibt es in 30 und 70 ml.",Hubey Bio Rooting Gel kaufen | Hanfjack,"Hubey: Bio Rooting Gel für Stecklinge, versiegelt die Schnittstelle, in 30 und 70 ml. Jetzt bei Hanfjack.",Hubey
2181,Humboldt Seed Company,humboldt-seed-company,16,"Humboldt Seed Company stammt aus Humboldt County in Kalifornien, dem historischen Zentrum des US-Anbaus.

Die Marke wählt ihre Sorten über groß angelegte Phänotypenwettbewerbe aus – Hella Jelly ging 2019 als Siegerin daraus hervor. Zu den bekanntesten Linien gehören außerdem Blueberry Muffin, Vanilla Frosting und Orange Creampop. Neben photoperiodischen Sorten gibt es eine wachsende Autoflower-Reihe.",Humboldt Seed Company Hanfsamen kaufen | Hanfjack,"Humboldt Seed Co. aus Kalifornien: Hella Jelly, Blueberry Muffin und Orange Creampop. Jetzt bei Hanfjack bestellen.",Humboldt Seed Company
16338,Humintech,humintech,1,"Humintech ist ein deutscher Hersteller von Huminstoffprodukten für den Pflanzenbau.

Huminstoffe verbessern die Struktur des Substrats und die Verfügbarkeit von Nährstoffen. Im Shop steht BioHealth WSG als wasserlösliches Granulat in der 1-kg-Packung.",Humintech BioHealth Huminstoffe kaufen | Hanfjack,"Humintech: BioHealth WSG als wasserlösliches Huminstoff-Granulat, 1 kg, aus Deutschland. Bei Hanfjack.",Humintech
2169,HY-PRO,hy-pro,0,"HY-PRO ist ein niederländischer Hersteller von Düngern und Zusätzen.

Geführt werden Cal-Mag als Calcium-Magnesium-Ergänzung, der Rootstimulator Terra für die Bewurzelung, Epic Bloom Terra für die Blüte sowie Generator und Spraymix. Die Gebinde liegen bei 100 und 250 ml.",HY-PRO Dünger und Zusätze kaufen | Hanfjack,"HY-PRO: Cal-Mag, Rootstimulator Terra, Epic Bloom Terra, Generator und Spraymix in 100 und 250 ml. Bei Hanfjack.",HY-PRO
16340,Hy-Pro Fertilizers,hy-pro-fertilizers,1,"Hy-Pro Fertilizers ist ein niederländischer Hersteller von Düngern und Substraten.

Im Shop steht Hy-Pro Terra als 20-Liter-Erde. Die Marke führt daneben Flüssigdünger je Substrat.",Hy-Pro Terra Erde kaufen | Hanfjack,Hy-Pro Fertilizers: Terra-Erde im 20-Liter-Sack aus dem niederländischen Programm. Jetzt bei Hanfjack.,Hy-Pro
4704,Hybrid Supreme Filters,hybrid-supreme-filters,4,"Hybrid Supreme Filters stellt Aktivkohlefilter im 6-mm-Format her.

Die Hybrid-Bauweise kombiniert einen Aktivkohleteil mit einem Cellulose-Abschnitt. Die Filter gibt es in Gebinden von 33 bis 1000 Stück.",Hybrid Supreme Aktivkohlefilter kaufen | Hanfjack,"Hybrid Supreme: Aktivkohlefilter im 6-mm-Format in Hybrid-Bauweise, von 33 bis 1000 Stück. Bei Hanfjack.",Hybrid Supreme
16468,Hydro Garden,hydro-garden,0,"Hydro Garden führt Werkzeug für die Arbeit an der Pflanze.

Aus dem Programm stammt eine Präzisionsschere mit geraden Klingen für den zügigen Schnitt. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Hydro Garden Präzisionsschere kaufen | Hanfjack,Hydro Garden: Präzisionsschere mit geraden Klingen für den Schnitt an der Pflanze. Jetzt bei Hanfjack bestellen.,Hydro Garden
16342,Hydroponic Research,hydroponic-research,5,"Hydroponic Research ist ein US-Hersteller von Düngern und Zusätzen für Systeme ohne Substrat.

VBX Clean ist als Systemreiniger gegen Ablagerungen in Leitungen und Tropfern ausgelegt, Shine als Blütezusatz. Die Trockenprodukte gibt es in Gebinden bis 11,34 kg.",Hydroponic Research VBX Clean und Zusätze kaufen | Hanfjack,Hydroponic Research: VBX Clean als Systemreiniger und Shine als Blütezusatz. Jetzt bei Hanfjack bestellen.,Hydroponic Research
4221,Integra Boost,integra-boost,11,"Integra Boost stellt Feuchtigkeitsregler her, die die Luftfeuchte in einem geschlossenen Behälter in beide Richtungen ausgleichen.

Die Packs gibt es für 55 % und 62 % relative Feuchte und in Größen von 4 bis 67 Gramm, passend zur Behältergröße. Ein Indikator zeigt an, wann ein Pack aufgebraucht ist. Die Terpene-Essentials-Reihe kombiniert die Feuchteregelung zusätzlich mit einem Terpen-Isolat.",Integra Boost Feuchtigkeitsregler kaufen | Hanfjack,"Integra Boost: 2-Wege-Feuchtigkeitsregler mit 55 % und 62 %, von 4 bis 67 g, mit Wechselanzeige. Bei Hanfjack.",Integra Boost
16525,Jack Puck,jack-puck,1,"Jack Puck steht für Pressformen, mit denen sich gesiebtes Material zu einem festen Puck pressen lässt.

Im Shop steht die viereckige 8-Tonnen-Pressform. Sie wird in eine passende Presse eingesetzt; die Presskraft bringt das Gerät auf, nicht die Form. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Jack Puck Pressform 8 Tonnen kaufen | Hanfjack,"Jack Puck: viereckige 8-Tonnen-Pressform für gesiebtes Material, zum Einsetzen in eine Presse. Bei Hanfjack.",Jack Puck
14505,James Loud Genetics,james-loud-genetics,26,"James Loud Genetics ist eine US-Samenbank mit Linien aus dem Diesel- und Zitrus-Umfeld.

Das Programm umfasst feminisierte Sorten wie Zour Diesel, Petrol Pop und Triangle Lemon Cherry, dazu einzelne selbstblühende und reguläre Linien. Kürzel wie F4 IBL weisen auf mehrfach ingezüchtete, entsprechend einheitliche Linien hin.",James Loud Genetics Hanfsamen kaufen | Hanfjack,"James Loud Genetics: feminisierte Diesel- und Zitruslinien, dazu Auto- und Regular-Sorten. Jetzt bei Hanfjack.",James Loud Genetics
12726,Jiffy,jiffy,2,"Jiffy ist ein norwegischer Hersteller von Anzuchtmedien und seit Jahrzehnten Standard in Gärtnereien.

Die Quelltöpfe sind gepresste Torfscheiben in einem Netz, die sich mit Wasser auf Topfgröße ausdehnen. Quick Soil Mix kommt als Tab, der im Wasser zu fertiger Anzuchterde aufquillt.",Jiffy Quelltöpfe und Anzuchtmedien kaufen | Hanfjack,"Jiffy: Quelltöpfe mit 41 mm und Quick Soil Mix Tabs, die im Wasser zu Anzuchterde aufquellen. Bei Hanfjack.",Jiffy
1783,Juicy Jay´s,juicy-jays,6,"Juicy Jay´s ist eine Papermarke, die konsequent auf Aromatisierung setzt.

Das Papier wird im sogenannten Triple-Dip-Verfahren dreifach aromatisiert, sodass der Geschmack bis zum Ende trägt. Neben King-Size-Slim-Papers führt die Marke Hemp Wraps aus Hanffasern, die tabak- und nikotinfrei sind.",Juicy Jay´s Papers und Hemp Wraps kaufen | Hanfjack,Juicy Jay´s: aromatisierte Papers im Triple-Dip-Verfahren und tabakfreie Hemp Wraps. Jetzt bei Hanfjack bestellen.,Juicy Jay´s
601,Jumi,jumi,0,"Jumi steht für Keramikwaren mit gemusterten Oberflächen.

Geführt werden Schneidebretter aus Keramik, teils mit Bambus kombiniert, sowie Aschenbecher mit Fliesenglas-, Arabesken- und Streifenmuster. Die Motive wechseln je nach Stück. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Jumi Keramik Aschenbecher und Bretter | Hanfjack,"Jumi: Aschenbecher und Schneidebretter aus Keramik mit Fliesen-, Arabesken- und Streifenmuster. Bei Hanfjack.",Jumi
13840,Jungle Boys Cut,jungle-boys-cut,2,"Jungle Boys Cut steht für Samen aus Schnittlinien der kalifornischen Jungle Boys.

Im Shop stehen einzelne Linien wie Dantes Inferno #8 und Animal Tsunami. Ausführliche Züchterdatenblätter liegen zu diesen Sorten nicht vor.",Jungle Boys Cut Hanfsamen kaufen | Hanfjack,Jungle Boys Cut: Samen aus kalifornischen Schnittlinien wie Dantes Inferno und Animal Tsunami. Bei Hanfjack.,Jungle Boys Cut
8643,Kailar,kailar,12,"Kailar stellt Aktivkohlefilter im 6-mm-Format mit Hülle aus Cellulose her.

Die Filter gibt es in mehreren Farben und als gemischte Packung. Die Cellulosehülle ist die Alternative zur üblichen Papierhülle.",Kailar Aktivkohlefilter 6 mm kaufen | Hanfjack,"Kailar: Aktivkohlefilter im 6-mm-Slim-Format mit Cellulosehülle, in mehreren Farben. Jetzt bei Hanfjack bestellen.",Kailar
7626,King Palm,king-palm,8,"King Palm verwendet als Hülle keine Papers, sondern das Blatt der Cordia-Pflanze, von Hand gerollt und getrocknet.

Die Rolls kommen vorgedreht und mit einem Bambus-Poker zum Verdichten. In den Filter ist eine Aromakapsel eingesetzt, die sich per Druck öffnen lässt. Die Hüllen sind tabak- und kleberfrei.",King Palm Blunts und Rolls kaufen | Hanfjack,"King Palm: vorgedrehte Rolls aus Cordia-Blatt mit Aromakapsel, tabak- und kleberfrei. Jetzt bei Hanfjack bestellen.",King Palm
5196,Knistermann,knistermann,0,"Knistermann steht für Glaswaren zum Rauchen.

Aus dem Programm stammt die Glasbong Flying Dutchman mit 22 cm Höhe und 65 mm Durchmesser. Weitergehende Herstellerangaben liegen uns zu dieser Marke nicht in belegbarer Form vor.",Knistermann Glasbong Flying Dutchman | Hanfjack,Knistermann: Glasbong Flying Dutchman mit 22 cm Höhe und 65 mm Durchmesser. Jetzt bei Hanfjack bestellen.,Knistermann
13844,LIT Farms,lit-farms,1,"LIT Farms ist eine US-Samenbank; im Shop steht Ice Creme Runtz.

Die Linie stammt aus dem Runtz-Umfeld. Ausführliche Züchterangaben liegen dazu nicht in belegbarer Form vor.",LIT Farms Ice Creme Runtz kaufen | Hanfjack,"LIT Farms: Ice Creme Runtz, eine Linie aus dem Runtz-Umfeld der kalifornischen US-Samenbank. Jetzt bei Hanfjack bestellen.",LIT Farms
7668,Lovin´ In Her Eyes,lovin-in-her-eyes,16,"Lovin' In Her Eyes ist eine US-Samenbank mit feminisierten Linien und Sortennamen aus Musikbezügen.

Das Programm umfasst Kreuzungen wie Strawberry Cadillac, Moonage Daydream und Purple Magnolia. S1 im Namen weist auf eine Selbstung hin, also Nachkommen aus einer einzigen Mutterpflanze.",Lovin' In Her Eyes Hanfsamen kaufen | Hanfjack,Lovin' In Her Eyes: feminisierte US-Linien wie Strawberry Cadillac und Moonage Daydream. Bei Hanfjack bestellen.,Lovin' In Her Eyes
13839,Lumpy´s Flowers,lumpys-flowers,1,"Lumpy´s Flowers ist eine US-Samenbank und der Ursprung der Apple-Fritter-Linie.

Im Shop steht Apple Fritter – eine Kreuzung, die heute in zahlreichen anderen Sorten auftaucht.",Lumpy´s Flowers Apple Fritter kaufen | Hanfjack,"Lumpy´s Flowers: Apple Fritter, die Ursprungslinie der heute weit verbreiteten Sorte. Bei Hanfjack bestellen.",Lumpy´s Flowers
16526,Magical Butter,magical-butter,1,"Magical Butter baut ein Gerät, das Pflanzenmaterial in Fett oder Alkohol auszieht.

Die Maschine kombiniert Heizung, Rührwerk und Zeitsteuerung in einem Behälter, sodass der Auszug ohne Beaufsichtigung durchläuft.",Magical Butter Machine kaufen | Hanfjack,"Magical Butter: Maschine mit Heizung, Rührwerk und Zeitsteuerung für Pflanzenauszüge. Jetzt bei Hanfjack.",Magical Butter
16491,MAMA Publishing,mama-publishing,1,"MAMA Publishing ist ein Fachverlag für Anbauliteratur.

Im Shop steht der Titel Hydroponik leicht gemacht – ein Einstieg in den Anbau ohne Erde.",MAMA Publishing Hydroponik-Buch kaufen | Hanfjack,MAMA Publishing: Hydroponik leicht gemacht – ein Einstieg in den Anbau ohne Erde. Jetzt bei Hanfjack.,MAMA Publishing
13841,Master Cut,master-cut,1,"Master Cut steht für Samen aus einer Schnittlinie.

Im Shop steht Amnesia Master Cut – eine Selektion aus dem Amnesia-Umfeld.",Master Cut Amnesia kaufen | Hanfjack,"Master Cut: Amnesia Master Cut, eine Selektion aus dem bekannten Amnesia-Umfeld. Jetzt bei Hanfjack.",Master Cut
16505,Master Trimmer,master-trimmer,22,"Master Trimmer baut Erntetechnik für den gewerblichen Einsatz – Trimmmaschinen, Bucker und Gefriertrockner.

Die Geräte decken die gesamte Kette ab: MB BUCKER zum Abtrennen der Blüten, MT DRY und MX ICE zum Trimmen, LIO als Gefriertrockner für die Trocknung unter Vakuum. Die Baureihen sind nach Durchsatz gestaffelt.",Master Trimmer Erntemaschinen und Gefriertrockner kaufen | Hanfjack,"Master Trimmer: Bucker, Trimmmaschinen und LIO-Gefriertrockner für den gewerblichen Einsatz. Bei Hanfjack bestellen.",Master Trimmer
16521,maXtractor,maxtractor,6,"maXtractor liefert Zubehör für die Eiswasser-Extraktion.

Die Extraktorbeutel kommen als Sets mit gestaffelten Maschenweiten, sodass sich das Material in mehreren Durchgängen nach Korngröße trennen lässt. Dazu gibt es einzelne Extraktionssiebe aus Polyamidgewebe mit 125 und 170 Mikron.",maXtractor Extraktorbeutel und Siebe kaufen | Hanfjack,maXtractor: Extraktorbeutel-Sets für die Eiswasser-Extraktion und Siebe mit 125 und 170 µm. Bei Hanfjack.,maXtractor
597,Medina Mood,medina-mood,0,"Medina Mood steht für handgefertigte Stücke aus Olivenholz.

Geführt werden ein Servierbrett mit 25 cm, Schalen ab 8 cm Durchmesser, ein Mörser mit Stößel mit 10 cm samt kleinerer Ausführung und eine Dose mit Magnetverschluss. Die Stücke sind von Hand gefertigt.",Medina Mood Olivenholz kaufen | Hanfjack,"Medina Mood: Servierbrett, Schalen, Mörser und Dose aus handgefertigtem Olivenholz. Jetzt bei Hanfjack bestellen.",Medina Mood
5829,Meditrade,meditrade,4,"Meditrade ist ein deutscher Hersteller von Einmalhandschuhen für den medizinischen und gewerblichen Einsatz.

Im Sortiment stehen Nitril-, Latex- und Vinylhandschuhe in mehreren Größen. Beim Trimmen halten Handschuhe die Hände frei von Harz und die Blüten frei von Hautfett.",Meditrade Einmalhandschuhe kaufen | Hanfjack,"Meditrade: Einmalhandschuhe aus Nitril, Latex und Vinyl in mehreren Größen. Jetzt bei Hanfjack bestellen.",Meditrade
4569,Medusafilters,medusafilters,14,"Medusafilters stellt Aktivkohlefilter im schlanken 6-mm-Format her.

Die Filter unterscheiden sich vor allem in der Farbgebung der Hülle – Sunset, Violet, Organic und weitere –, das Innenleben aus Aktivkohle bleibt gleich. Angeboten werden sie in Beuteln und Dosen unterschiedlicher Stückzahl.",Medusafilters Aktivkohlefilter 6 mm kaufen | Hanfjack,Medusafilters: Aktivkohlefilter im 6-mm-Slim-Format in mehreren Ausführungen und Gebinden. Bei Hanfjack bestellen.,Medusafilters
14156,Mephisto Genetics,mephisto-genetics,9,"Mephisto Genetics ist eine Samenbank, die ausschließlich selbstblühende Sorten züchtet.

Die Marke gilt als eine der stilbildenden im Autoflower-Bereich; Linien wie 24 Carat und 3 Bears OG sind fester Bestandteil des Sortiments. Dazu kommen CBD-Sorten im Verhältnis 1:1.",Mephisto Genetics Autoflower Hanfsamen kaufen | Hanfjack,Mephisto Genetics: ausschließlich selbstblühende Sorten wie 24 Carat und 3 Bears OG. Jetzt bei Hanfjack bestellen.,Mephisto Genetics
16326,Microbe Life,microbe-life,1,"Microbe Life stellt Präparate mit lebenden Mikroorganismen für das Wurzelumfeld her.

Photosynthesis Plus enthält Bakterien und Algen, die im Substrat und auf dem Blatt arbeiten. Im Shop steht die Flasche mit 3785 ml.",Microbe Life Photosynthesis Plus kaufen | Hanfjack,Microbe Life: Photosynthesis Plus mit lebenden Mikroorganismen für das Wurzelumfeld. Jetzt bei Hanfjack.,Microbe Life
16274,Mills Nutrients,mills-nutrients,24,"Mills Nutrients ist ein Düngerhersteller, dessen Rezepturen auf einem hohen Anteil organischer Bestandteile beruhen.

Die Linie ist bewusst schlank gehalten: Basis A und B für alle Phasen, dazu Start-R für die Wurzelbildung, Vitalize als Pflanzenhilfsmittel und Ultimate PK für die Blüte. Die meisten Mittel gibt es von 100 ml bis 10 Liter.",Mills Nutrients Dünger kaufen | Hanfjack,"Mills Nutrients: Basis A und B, Start-R, Vitalize und Ultimate PK in Gebinden von 100 ml bis 10 L. Bei Hanfjack.",Mills Nutrients
5420,Miron Violettglas,miron-violettglas,4,"Miron Violettglas ist ein Schweizer Hersteller von Behältern aus violettem Glas.

Das Glas lässt nur einen schmalen Teil des sichtbaren Lichts durch und sperrt den übrigen Bereich aus – das schützt lichtempfindliche Inhalte. Die Behälter gibt es vom 5-ml-Kosmetikglas bis zur 1-Liter-Weithalsdose.",Miron Violettglas Dosen und Gläser kaufen | Hanfjack,"Miron Violettglas: lichtschützende Behälter aus der Schweiz, vom 5-ml-Glas bis zur 1-L-Dose. Bei Hanfjack.",Miron Violettglas
11571,Mosca Seeds,mosca-seeds,1,"Mosca Seeds ist eine US-Samenbank; im Shop steht Strawberry Guava Auto.

Die Linie ist selbstblühend. Ausführliche Züchterangaben liegen dazu nicht in belegbarer Form vor.",Mosca Seeds Strawberry Guava Auto kaufen | Hanfjack,"Mosca Seeds: Strawberry Guava Auto, eine selbstblühende Linie mit fruchtigem Profil. Jetzt bei Hanfjack bestellen.",Mosca Seeds
14162,N.Y.Ceeds,n-y-ceeds,21,"N.Y.Ceeds ist eine Samenbank mit feminisierten Linien und Sortennamen aus dem New Yorker Umfeld.

Das Programm umfasst Kreuzungen wie Borinquem, Garlito's Way und Purple Pidgeonz. Ausführliche Züchterdatenblätter zu den einzelnen Sorten liegen nicht vor.",N.Y.Ceeds Hanfsamen kaufen | Hanfjack,"N.Y.Ceeds: feminisierte Linien wie Borinquem, Garlito's Way und Purple Pidgeonz. Jetzt bei Hanfjack bestellen.",N.Y.Ceeds
16489,Nachtschatten Verlag,nachtschatten-verlag,11,"Der Nachtschatten Verlag ist ein Schweizer Fachverlag und im Shop mit Büchern zu Anbau, Botanik und Rauschkunde vertreten.

Das Programm reicht von Anbauhandbüchern für drinnen und draußen bis zu Titeln über medizinische Anwendung und Kulturgeschichte. Die Bücher sind Sachliteratur, keine Anleitung zu einem in Deutschland genehmigungspflichtigen Anbau.",Nachtschatten Verlag Bücher kaufen | Hanfjack,"Nachtschatten Verlag: Fachbücher zu Anbau, Botanik und Kulturgeschichte aus der Schweiz. Jetzt bei Hanfjack bestellen.",Nachtschatten Verlag
8579,Nero GmbH,nero-gmbh,2,"Nero GmbH ist ein deutscher Hersteller und im Shop mit der DryRocket-Reihe vertreten.

Der VPD-Trockner regelt die Trocknung über das Dampfdruckdefizit statt nur über Temperatur und Luftfeuchte einzeln – damit lässt sich die Geschwindigkeit gleichmäßig halten. RocketFuel ergänzt das Programm.",Nero DryRocket VPD-Trockner kaufen | Hanfjack,"Nero GmbH: DryRocket VPD-Trockner, der die Trocknung über das Dampfdruckdefizit regelt. Bei Hanfjack bestellen.",Nero
5832,Neudorff,neudorff,4,"Neudorff ist ein deutscher Hersteller für den naturnahen Garten und im Shop mit Pflanzenschutz und Messmitteln vertreten.

Die Gelbtafeln fangen fliegende Schädlinge wie Trauermücken ab und zeigen zugleich an, wie stark der Befall ist. Dazu kommen ein pH-Bodentest und organischer Dünger.","Neudorff Gelbtafeln, pH-Test und Dünger kaufen | Hanfjack","Neudorff: Gelbtafeln gegen Trauermücken, pH-Bodentest und organischer Growdünger. Jetzt bei Hanfjack bestellen.",Neudorff
16344,New Millenium Garden,new-millenium-garden,1,"New Millenium Garden ist ein US-Düngerhersteller.

Im Shop steht Winter Frost in der 3785-ml-Flasche – ein Zusatz für die Schlussphase der Blüte.",New Millenium Winter Frost kaufen | Hanfjack,"New Millenium Garden: Winter Frost als Zusatz für die Schlussphase der Blüte, 3785 ml. Bei Hanfjack.",New Millenium
14165,Nine Weeks Harvest,nine-weeks-harvest,30,"Nine Weeks Harvest ist eine Samenbank, deren Name für das Zuchtziel steht: Sorten, die in rund neun Wochen durch die Blüte gehen.

Das Programm besteht aus feminisierten Hybriden mit Namen aus dem Drip- und Runtz-Umfeld. Zu den einzelnen Linien veröffentlicht der Züchter keine ausführlichen Datenblätter.",Nine Weeks Harvest Hanfsamen kaufen | Hanfjack,Nine Weeks Harvest: feminisierte Hybriden mit rund neun Wochen Blütezeit. Jetzt bei Hanfjack bestellen.,Nine Weeks Harvest
16635,Nirvana Seeds,nirvana-seeds,67,"Nirvana Seeds ist eine niederländische Samenbank und seit den Neunzigern für preiswerte, gut dokumentierte Klassiker bekannt.

Im Sortiment stehen die bekannten Linien – White Widow, Northern Lights, Blue Mystic, Top 44 – meist in allen drei Ausführungen nebeneinander: feminisiert, regulär und selbstblühend. Die Marke richtet sich damit sowohl an Einsteiger als auch an alle, die reguläre Samen für eigene Kreuzungen suchen.",Nirvana Seeds Hanfsamen kaufen | Hanfjack,"Nirvana Seeds: Klassiker wie White Widow und Northern Lights, feminisiert, regulär und Auto. Jetzt bei Hanfjack bestellen.",Nirvana Seeds
16474,Nohlex,nohlex,5,"Nohlex stellt Waagen für den Versand und die Werkstatt her.

Im Sortiment stehen Tischwaagen mit unterschiedlichen Wägebereichen sowie Paketwaagen für größere Lasten. Die Geräte sind auf robusten Dauerbetrieb ausgelegt.",Nohlex Tisch- und Paketwaagen kaufen | Hanfjack,Nohlex: Tischwaagen und Paketwaagen in mehreren Wägebereichen für den Dauerbetrieb. Jetzt bei Hanfjack bestellen.,Nohlex
593,Norddampf,norddampf,17,"Norddampf ist ein deutscher Hersteller von Vaporizern und Zubehör.

Zentrales Gerät ist der RELICT, für den es ein ganzes Zubehörprogramm gibt: Bubbler als Wasserfilter, Adapter für Bongs mit 14- und 18-mm-Schliff sowie Behälter für Dosierkapseln. Dazu kommen Dab Pens für Konzentrate.",Norddampf RELICT Vaporizer und Zubehör kaufen | Hanfjack,"Norddampf: RELICT-Vaporizer mit Bubbler, Bong-Adaptern und Zubehör, dazu Dab Pens. Jetzt bei Hanfjack bestellen.",Norddampf
